id,nft_rank,rarity score,img_url,is_one_of_one,base_color,spots,tire_color,window_color,tip_color,lights_color,door_color,wheel_color,background,trait_count
2345,7339,54.28,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2345,No,Yellow,Two Spots,White,None,Purple,None,Green,Blue,Fall,5
696,7340,54.28,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/696,No,Yellow,Single Spot,None,Blue,None,None,Blue,None,Night,3
7149,7341,54.28,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7149,No,Yellow,Single Spot,None,Blue,Orange,Blue,Green,Blue,Jungle,6
4117,7342,54.28,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4117,No,Rotten,Single Spot,White,Blue,None,Green,None,None,Jungle,4
3910,7343,54.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3910,No,Yellow,Three Spots,Blue,None,Blue,Yellow,None,Blue,Fall,5
8732,7344,54.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8732,No,Yellow,Big Spot,None,Black,None,Cyan,Green,Blue,Night,5
8847,7345,54.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8847,No,Green,Single Spot,None,Blue,None,Green,None,Red,Jungle,4
554,7346,54.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/554,No,Yellow,Single Spot,Blue,Green,Blue,Yellow,None,Red,Sunset,6
390,7347,54.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/390,No,Rotten,None,None,Black,None,Yellow,Red,Black,Jungle,4
8983,7348,54.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8983,No,Yellow,None,Blue,Green,Red,Yellow,Blue,Blue,Night,6
7856,7349,54.27,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7856,No,Yellow,Single Spot,Orange,None,Green,Yellow,Black,Black,Jungle,6
3937,7350,54.26,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3937,No,Yellow,Small Spots,None,None,Green,Yellow,Cyan,Black,Jungle,5
2703,7351,54.26,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2703,No,Green,Single Spot,Blue,Black,None,Red,None,Blue,Fall,5
6096,7352,54.26,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6096,No,Rotten,Big Spot,None,Black,None,Green,Blue,Black,Jungle,5
5573,7353,54.26,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5573,No,Yellow,Two Spots,White,None,None,Red,None,None,Fall,3
3665,7354,54.24,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3665,No,Yellow,None,Blue,Black,Orange,Yellow,Purple,Black,Jungle,6
4208,7355,54.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4208,No,Yellow,Single Spot,None,None,Cyan,None,Blue,Red,Jungle,4
3754,7356,54.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3754,No,Yellow,None,Red,Black,None,None,None,Black,Fall,3
3470,7357,54.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3470,No,Yellow,Two Spots,White,Black,None,Green,Green,Blue,Night,6
2834,7358,54.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2834,No,Yellow,Single Spot,Cyan,Black,None,None,Green,Black,Fall,5
5691,7359,54.22,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5691,No,Yellow,Big Spot,None,Blue,None,None,None,Black,Sunset,3
1844,7360,54.22,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1844,No,Yellow,None,Green,None,None,None,Black,Blue,Sunset,3
8645,7361,54.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8645,No,Yellow,Single Spot,Red,None,Green,None,Blue,None,Jungle,4
9189,7362,54.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9189,No,Rotten,Single Spot,None,None,None,Blue,None,Black,Sunset,3
4538,7363,54.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4538,No,Rotten,Big Spot,None,None,None,Blue,Blue,Black,Jungle,4
125,7364,54.2,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/125,No,Yellow,Three Spots,None,None,Orange,Green,None,Black,Jungle,4
1076,7365,54.2,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1076,No,Yellow,Three Spots,None,Black,None,Red,Cyan,Black,Fall,5
2092,7366,54.19,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2092,No,Green,Single Spot,None,Black,None,Yellow,Cyan,Red,Sunset,5
698,7367,54.19,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/698,No,Yellow,Two Spots,None,Green,Blue,Yellow,Blue,None,Night,5
3500,7368,54.17,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3500,No,Yellow,None,Cyan,Blue,None,Red,None,Black,Jungle,4
72,7369,54.17,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/72,No,Yellow,None,None,Green,None,Yellow,Purple,Green,Night,4
8276,7370,54.17,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8276,No,Rotten,None,White,Black,Blue,Yellow,Blue,Blue,Sunset,6
7766,7371,54.17,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7766,No,Yellow,Single Spot,None,Black,Green,Green,Cyan,Red,Jungle,6
2398,7372,54.17,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2398,No,Yellow,Two Spots,Blue,Black,None,None,None,None,Fall,3
8627,7373,54.16,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8627,No,Yellow,Small Spots,None,Black,Purple,None,None,Black,Jungle,4
5211,7374,54.16,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5211,No,Yellow,Single Spot,None,None,Red,Green,None,None,Jungle,3
2550,7375,54.15,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2550,No,Yellow,Three Spots,None,Blue,None,None,Green,Red,Sunset,4
4670,7376,54.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4670,No,Yellow,Two Spots,None,Blue,Blue,Orange,Blue,Blue,Fall,6
4884,7377,54.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4884,No,Yellow,Single Spot,White,None,None,Yellow,None,Blue,Snow,4
7906,7378,54.13,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7906,No,Green,Two Spots,None,None,Green,Blue,Black,Blue,Jungle,5
1892,7379,54.13,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1892,No,Yellow,Big Spot,None,Black,Blue,None,Blue,None,Jungle,4
8675,7380,54.12,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8675,No,Yellow,Two Spots,White,Blue,Red,Blue,None,Black,Night,6
8461,7381,54.12,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8461,No,Rotten,Single Spot,Blue,Blue,None,Yellow,Green,Black,Fall,6
4931,7382,54.12,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4931,No,Yellow,None,Green,None,Orange,Cyan,None,Blue,Jungle,4
8180,7383,54.11,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8180,No,Rotten,None,White,Black,None,Red,Green,Red,Sunset,5
8343,7384,54.11,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8343,No,Yellow,None,Blue,None,None,Cyan,None,Black,Sunset,3
7453,7385,54.11,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7453,No,Yellow,Small Spots,None,None,None,Green,Black,Red,Jungle,4
2666,7386,54.1,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2666,No,Rotten,None,White,Black,Red,Orange,Black,Blue,Sunset,6
5634,7387,54.09,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5634,No,Yellow,Single Spot,None,Green,Red,Yellow,Cyan,None,Sunset,5
8776,7388,54.09,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8776,No,Yellow,Single Spot,None,Blue,None,Orange,Cyan,Green,Sunset,5
8022,7389,54.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8022,No,Yellow,None,Blue,None,Orange,Red,None,Black,Night,4
8628,7390,54.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8628,No,Yellow,None,None,None,Blue,Yellow,Black,None,Sunset,3
6259,7391,54.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6259,No,Rotten,Single Spot,None,Black,Red,None,Green,None,Fall,4
8167,7392,54.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8167,No,Yellow,Single Spot,Green,None,None,Orange,Blue,None,Sunset,4
65,7393,54.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/65,No,Green,Two Spots,White,Black,None,Cyan,Black,Blue,Jungle,6
4522,7394,54.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4522,No,Yellow,Single Spot,Red,Blue,Red,None,Blue,Black,Jungle,6
5700,7395,54.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5700,No,Yellow,Single Spot,White,None,Purple,Cyan,Black,Black,Fall,6
8013,7396,54.06,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8013,No,Rotten,Single Spot,White,Blue,None,None,Cyan,Red,Jungle,5
109,7397,54.06,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/109,No,Rotten,None,Green,None,None,Red,Black,Red,Jungle,4
1954,7398,54.06,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1954,No,Yellow,Three Spots,None,None,None,Red,None,Black,Fall,3
7277,7399,54.05,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7277,No,Yellow,None,Green,None,Red,None,Black,Green,Fall,4
7932,7400,54.04,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7932,No,Green,Two Spots,None,Black,None,Green,Black,Black,Sunset,5
3624,7401,54.03,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3624,No,Green,Single Spot,None,Black,Orange,Orange,None,Red,Jungle,5
9342,7402,54.03,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9342,No,Yellow,None,White,Purple,None,None,Blue,Blue,Jungle,4
1696,7403,54.03,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1696,No,Yellow,Two Spots,None,Green,Red,Blue,Black,Black,Night,6
4200,7404,54.02,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4200,No,Yellow,Single Spot,Orange,None,None,None,Blue,Blue,Jungle,4
3027,7405,54.02,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3027,No,Yellow,None,Red,Black,Green,None,Green,Red,Jungle,5
3003,7406,54.01,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3003,No,Green,Single Spot,None,Green,None,Orange,Blue,Red,Jungle,5
4164,7407,54.01,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4164,No,Yellow,Single Spot,Green,Black,Red,Orange,None,None,Sunset,5
3419,7408,54.01,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3419,No,Yellow,Small Spots,None,Black,None,Cyan,Blue,Blue,Fall,5
4877,7409,53.99,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4877,No,Rotten,Single Spot,None,None,Orange,Red,None,Red,Fall,4
5737,7410,53.98,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5737,No,Yellow,Big Spot,White,Black,None,Orange,Blue,Green,Jungle,6
4362,7411,53.97,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4362,No,Yellow,None,None,Blue,Orange,Green,Blue,Black,Fall,5
7096,7412,53.97,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7096,No,Rotten,Three Spots,None,None,None,Yellow,Green,Blue,Sunset,4
8503,7413,53.97,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8503,No,Yellow,Single Spot,Cyan,None,None,Green,Black,Black,Jungle,5
3474,7414,53.96,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3474,No,Rotten,Single Spot,White,Black,Green,Blue,None,Blue,Fall,6
3885,7415,53.96,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3885,No,Yellow,Single Spot,Blue,None,Green,Cyan,None,None,Sunset,4
192,7416,53.96,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/192,No,Rotten,Single Spot,None,Black,Blue,None,Cyan,Blue,Jungle,5
47,7417,53.95,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/47,No,Yellow,None,White,None,None,Cyan,Cyan,Red,Fall,4
9491,7418,53.94,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9491,No,Yellow,Two Spots,None,Blue,None,None,Purple,Green,Fall,4
1482,7419,53.94,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1482,No,Yellow,Three Spots,None,None,None,Red,Purple,Blue,Jungle,4
1375,7420,53.93,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1375,No,Yellow,Big Spot,None,Blue,None,Blue,None,Blue,Night,4
167,7421,53.93,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/167,No,Yellow,Three Spots,None,Blue,None,Green,None,Blue,Sunset,4
1836,7422,53.93,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1836,No,Yellow,Two Spots,None,Blue,Green,None,Purple,Black,Night,5
4048,7423,53.93,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4048,No,Yellow,None,White,Black,Blue,None,None,None,Jungle,3
9141,7424,53.93,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9141,No,Rotten,None,None,Blue,Blue,Blue,None,Black,Jungle,4
582,7425,53.92,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/582,No,Rotten,Two Spots,None,Black,Blue,Red,None,Black,Night,5
836,7426,53.91,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/836,No,Yellow,Single Spot,White,None,Orange,None,None,None,Jungle,3
408,7427,53.91,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/408,No,Yellow,None,Red,None,Red,Blue,None,Blue,Jungle,4
2722,7428,53.89,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2722,No,Yellow,Big Spot,None,None,Blue,Orange,Black,Black,Sunset,5
378,7429,53.89,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/378,No,Yellow,None,White,None,Blue,Orange,Purple,Black,Jungle,5
183,7430,53.88,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/183,No,Yellow,Two Spots,None,Blue,Orange,Blue,None,Blue,Night,5
5564,7431,53.87,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5564,No,Yellow,Two Spots,None,None,Blue,None,Black,None,Jungle,3
1404,7432,53.86,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1404,No,Yellow,None,Blue,Blue,Red,Yellow,Green,Blue,Sunset,6
4452,7433,53.86,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4452,No,Yellow,Big Spot,None,Black,Red,None,Green,Red,Sunset,5
6402,7434,53.86,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6402,No,Yellow,Big Spot,None,Black,Green,Orange,Black,Red,Fall,6
4138,7435,53.86,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4138,No,Yellow,Big Spot,None,None,Red,None,Purple,Black,Jungle,4
5911,7436,53.85,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5911,No,Rotten,Single Spot,White,Blue,Orange,Yellow,None,Blue,Fall,6
6193,7437,53.85,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6193,No,Yellow,Three Spots,Green,None,None,Yellow,Blue,Black,Night,5
2185,7438,53.85,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2185,No,Yellow,Single Spot,Orange,None,None,None,Black,Red,Jungle,4
498,7439,53.84,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/498,No,Yellow,Single Spot,Blue,None,Purple,None,None,Red,Sunset,4
4038,7440,53.84,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4038,No,Yellow,Small Spots,Blue,Blue,None,Yellow,None,Black,Sunset,5
1206,7441,53.83,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1206,No,Yellow,None,White,None,Red,Green,Black,Green,Sunset,5
4808,7442,53.83,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4808,No,Yellow,Single Spot,White,None,Blue,Orange,None,None,Night,4
634,7443,53.83,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/634,No,Yellow,Single Spot,Blue,None,Red,Yellow,Green,Green,Fall,6
4113,7444,53.82,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4113,No,Yellow,Big Spot,White,Green,Green,None,None,Blue,Fall,5
1651,7445,53.82,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1651,No,Yellow,None,None,None,Orange,Yellow,Black,None,Fall,3
4324,7446,53.82,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4324,No,Yellow,Single Spot,Blue,Blue,Red,Blue,None,Black,Fall,6
7071,7447,53.82,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7071,No,Yellow,None,None,None,Purple,None,Blue,Blue,Jungle,3
6286,7448,53.82,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6286,No,Yellow,Three Spots,None,Black,Green,Yellow,Blue,Green,Sunset,6
5555,7449,53.82,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5555,No,Yellow,Small Spots,White,Black,None,Red,None,Black,Night,5
7249,7450,53.81,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7249,No,Yellow,Single Spot,None,None,Orange,Cyan,Green,Blue,Night,5
194,7451,53.81,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/194,No,Yellow,Two Spots,Blue,Blue,Blue,Orange,None,Black,Jungle,6
2687,7452,53.81,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2687,No,Yellow,None,White,Blue,Orange,None,None,Green,Sunset,4
8828,7453,53.81,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8828,No,Rotten,Big Spot,None,Black,None,None,None,Black,Jungle,3
5080,7454,53.8,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5080,No,Rotten,None,Green,None,None,Orange,Black,Red,Jungle,4
2035,7455,53.8,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2035,No,Yellow,Two Spots,Blue,None,Red,Orange,Blue,Black,Sunset,6
4599,7456,53.79,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4599,No,Rotten,None,Red,Black,Green,Yellow,Black,Black,Jungle,6
3759,7457,53.79,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3759,No,Yellow,Single Spot,None,None,None,Cyan,None,Green,Night,3
4131,7458,53.79,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4131,No,Yellow,Single Spot,White,Blue,Blue,Orange,None,None,Fall,5
4527,7459,53.78,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4527,No,Yellow,Single Spot,White,Green,Orange,Orange,None,Black,Sunset,6
3751,7460,53.78,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3751,No,Yellow,Two Spots,Blue,None,Orange,Yellow,Blue,Green,Jungle,6
6767,7461,53.78,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6767,No,Yellow,Two Spots,Orange,None,None,Yellow,None,Black,Sunset,4
1165,7462,53.78,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1165,No,Green,Single Spot,None,None,None,Yellow,Purple,Black,Sunset,4
3967,7463,53.77,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3967,No,Yellow,None,Blue,Blue,None,Red,Green,Black,Night,5
5750,7464,53.77,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5750,No,Yellow,None,White,None,Blue,Red,Black,None,Fall,4
2311,7465,53.76,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2311,No,Yellow,None,White,None,Green,None,Cyan,Blue,Night,4
6954,7466,53.76,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6954,No,Yellow,None,Blue,None,Orange,Yellow,None,Green,Night,4
4298,7467,53.76,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4298,No,Yellow,Single Spot,None,Green,Blue,None,Black,None,Night,4
9321,7468,53.76,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9321,No,Green,None,None,Blue,Green,Yellow,Black,Blue,Night,5
4915,7469,53.76,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4915,No,Rotten,Two Spots,None,None,None,Yellow,Black,None,Fall,3
6759,7470,53.75,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6759,No,Yellow,None,None,Black,Purple,None,Cyan,Red,Jungle,4
3991,7471,53.75,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3991,No,Green,Two Spots,White,Green,None,Yellow,None,Red,Fall,5
6665,7472,53.75,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6665,No,Yellow,None,None,None,Green,Green,Blue,Green,Sunset,4
656,7473,53.74,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/656,No,Yellow,None,None,Green,Orange,Cyan,None,Green,Jungle,4
4232,7474,53.74,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4232,No,Yellow,None,Red,Green,Red,Yellow,None,Blue,Sunset,5
2763,7475,53.74,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2763,No,Yellow,Big Spot,None,Green,None,Yellow,Cyan,Black,Fall,5
7420,7476,53.73,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7420,No,Yellow,None,White,None,Purple,None,None,Blue,Jungle,3
7033,7477,53.72,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7033,No,Rotten,Single Spot,Green,Black,Blue,Yellow,None,Blue,Jungle,6
2894,7478,53.71,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2894,No,Rotten,Single Spot,White,None,None,Red,Black,Green,Night,5
9426,7479,53.71,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9426,No,Rotten,Single Spot,None,Blue,None,Orange,Black,Green,Night,5
5324,7480,53.71,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5324,No,Yellow,Single Spot,Blue,Black,None,Green,Green,Black,Sunset,6
8385,7481,53.71,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8385,No,Green,Single Spot,None,Black,Green,Red,Black,Red,Jungle,6
1349,7482,53.7,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1349,No,Yellow,None,None,Green,Red,Blue,None,Green,Fall,4
4804,7483,53.69,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4804,No,Yellow,Big Spot,None,Blue,Red,None,Green,Red,Jungle,5
9081,7484,53.68,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9081,No,Yellow,Small Spots,None,None,Green,Orange,Blue,Blue,Jungle,5
7004,7485,53.67,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7004,No,Yellow,Single Spot,Green,None,Red,Blue,None,Green,Jungle,5
