image,id,nft_rank,rarity_score,img_url,is_one_of_one,color,face,head,clothes,hands,feet,background,trait_count,color,face,head,clothes,hands,feet,background,trait_count
,9091,9268,38.20,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9091,No,Grey,Fearless,None,Red Shorts,Claws,Bandages,Red,3,3.6,3.1,2.8,6.430868167,7.9,7.6,4.3,2.4
,9092,3312,59.52,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9092,No,Green,Angry,Red Mask,Red Shorts,Bandages,Big Hands,Grey,4,6.4,5.1,9.7,6.430868167,7.4,16.3,4.2,4.0
,9093,7444,43.56,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9093,No,Green,Angry,None,Red Shorts,Socks,Boxing Gloves,Blue,3,6.4,5.1,2.8,6.430868167,7.5,6.9,6.0,2.4
,9094,789,126.58,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9094,No,Yellow,Fearless,None,Red Shorts,None,None,Yellow,1,82.6,3.1,2.8,6.430868167,4.0,3.1,8.2,16.2
,9095,2764,65.67,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9095,No,Blue,Angry,None,Diaper,Boots,Big Hands,Yellow,3,20.5,5.1,2.8,5.042864347,5.3,16.3,8.2,2.4
,9096,7542,43.27,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9096,No,Green,Angry,Mohawk,Red Shorts,None,Black Gloves,Green,3,6.4,5.1,7.1,6.430868167,4.0,6.9,5.0,2.4
,9097,1954,80.51,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9097,No,Brown,Angry,Red Mask,Red Shorts,Bandages,Boxing Gloves,Pink,4,3.8,5.1,9.7,6.430868167,7.4,6.9,37.2,4.0
,9098,318,176.93,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9098,No,Brown,Fearless,None,None,None,None,Red,0,3.8,3.1,2.8,4.27167877,4.0,3.1,4.3,151.5
,9099,6953,44.87,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9099,No,Brown,Bored,Warpaint,Wrestling Trunks,Boots,None,Grey,3,3.8,6.6,7.7,11.80637544,5.3,3.1,4.2,2.4
,9100,7252,44.08,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9100,No,Grey,Amazed,Red Mask,None,Boots,Black Gloves,Grey,3,3.6,7.8,9.7,4.27167877,5.3,6.9,4.2,2.4
,9101,7446,43.55,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9101,No,Green,Amazed,Blue Mask,Jeans,Boots,None,Red,3,6.4,7.8,9.5,4.894762604,5.3,3.1,4.3,2.4
,9102,559,140.84,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9102,No,Yellow,Bored,Mohawk,Jeans,Anklet,None,Blue,3,82.6,6.6,7.1,4.894762604,28.1,3.1,6.0,2.4
,9103,691,131.76,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9103,No,Blue,Bored,Mohawk,Champion Belt,Socks,Boxing Gloves,Yellow,4,20.5,6.6,7.1,70.92198582,7.5,6.9,8.2,4.0
,9104,8386,40.97,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9104,No,Brown,Fearless,Band-Aid,None,Boots,Black Gloves,Red,3,3.8,3.1,10.9,4.27167877,5.3,6.9,4.3,2.4
,9105,3578,57.40,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9105,No,Green,Bored,Red Mask,Red Shorts,Sneakers,Boxing Gloves,Red,4,6.4,6.6,9.7,6.430868167,13.1,6.9,4.3,4.0
,9106,7226,44.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9106,No,Brown,Fearless,Blue Mask,None,Boots,Bandages,Yellow,3,3.8,3.1,9.5,4.27167877,5.3,7.6,8.2,2.4
,9107,2438,70.32,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9107,No,Brown,Bored,None,Wrestling Trunks,Sneakers,Bracelets,Green,3,3.8,6.6,2.8,11.80637544,13.1,24.8,5.0,2.4
,9108,8866,39.58,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9108,No,Grey,Laughing,None,Diaper,Claws,Bandages,Grey,3,3.6,6.0,2.8,5.042864347,7.9,7.6,4.2,2.4
,9109,4965,50.35,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9109,No,Blue,Fearless,None,Jeans,Claws,None,Grey,2,20.5,3.1,2.8,4.894762604,7.9,3.1,4.2,3.8
,9110,8254,41.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9110,No,Brown,Fearless,Band-Aid,Red Shorts,Bandages,None,Grey,3,3.8,3.1,10.9,6.430868167,7.4,3.1,4.2,2.4
,9111,4101,54.23,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9111,No,Brown,Angry,None,Diaper,Boots,Bracelets,Green,3,3.8,5.1,2.8,5.042864347,5.3,24.8,5.0,2.4
,9112,1539,95.82,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9112,No,Brown,Laughing,Mohawk,Diaper,Claws,Bracelets,Pink,4,3.8,6.0,7.1,5.042864347,7.9,24.8,37.2,4.0
,9113,6888,45.00,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9113,No,Grey,Amazed,Band-Aid,None,Bandages,None,Grey,2,3.6,7.8,10.9,4.27167877,7.4,3.1,4.2,3.8
,9114,8568,40.46,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9114,No,Grey,Fearless,Warpaint,Jeans,Socks,None,Yellow,3,3.6,3.1,7.7,4.894762604,7.5,3.1,8.2,2.4
,9115,8964,39.30,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9115,No,Brown,Fearless,Band-Aid,Red Shorts,Boots,None,Red,3,3.8,3.1,10.9,6.430868167,5.3,3.1,4.3,2.4
,9116,285,181.23,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9116,No,Green,Fearless,None,None,None,None,Blue,0,6.4,3.1,2.8,4.27167877,4.0,3.1,6.0,151.5
,9117,959,120.28,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9117,No,Grey,Fearless,Band-Aid,Red Shorts,Rollers,None,Blue,3,3.6,3.1,10.9,6.430868167,84.7,3.1,6.0,2.4
,9118,6553,45.82,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9118,No,Red,Angry,Band-Aid,None,Claws,None,Blue,2,4.7,5.1,10.9,4.27167877,7.9,3.1,6.0,3.8
,9119,5678,48.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9119,No,Grey,Angry,None,Wrestling Trunks,None,Claws,Blue,2,3.6,5.1,2.8,11.80637544,4.0,11.0,6.0,3.8
,9120,5007,50.20,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9120,No,Brown,Laughing,Red Mask,Wrestling Trunks,Boots,None,Yellow,3,3.8,6.0,9.7,11.80637544,5.3,3.1,8.2,2.4
,9121,5373,49.04,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9121,No,Brown,Fearless,None,None,Socks,None,Yellow,1,3.8,3.1,2.8,4.27167877,7.5,3.1,8.2,16.2
,9122,2966,63.09,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9122,No,Green,Bored,None,Jeans,Anklet,Boxing Gloves,Green,3,6.4,6.6,2.8,4.894762604,28.1,6.9,5.0,2.4
,9123,4033,54.58,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9123,No,Grey,Amazed,Band-Aid,None,Sneakers,Bandages,Green,3,3.6,7.8,10.9,4.27167877,13.1,7.6,5.0,2.4
,9124,923,121.54,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9124,No,Yellow,Laughing,Blue Mask,Diaper,Claws,None,Green,3,82.6,6.0,9.5,5.042864347,7.9,3.1,5.0,2.4
,9125,9051,39.00,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9125,No,Red,Angry,None,Diaper,Boots,Bandages,Blue,3,4.7,5.1,2.8,5.042864347,5.3,7.6,6.0,2.4
,9126,6368,46.28,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9126,No,Brown,Amazed,Mohawk,Wrestling Trunks,None,None,Green,2,3.8,7.8,7.1,11.80637544,4.0,3.1,5.0,3.8
,9127,5849,47.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9127,No,Brown,Bored,Blue Mask,Jeans,Sneakers,None,Red,3,3.8,6.6,9.5,4.894762604,13.1,3.1,4.3,2.4
,9128,4144,53.99,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9128,No,Red,Laughing,Red Mask,None,None,None,Blue,1,4.7,6.0,9.7,4.27167877,4.0,3.1,6.0,16.2
,9129,2699,66.60,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9129,No,Blue,Fearless,Blue Mask,Red Shorts,Claws,Black Gloves,Yellow,4,20.5,3.1,9.5,6.430868167,7.9,6.9,8.2,4.0
,9130,8678,40.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9130,No,Grey,Angry,None,None,Boots,Claws,Red,2,3.6,5.1,2.8,4.27167877,5.3,11.0,4.3,3.8
,9131,8027,41.94,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9131,No,Grey,Fearless,Band-Aid,Jeans,Claws,None,Blue,3,3.6,3.1,10.9,4.894762604,7.9,3.1,6.0,2.4
,9132,8685,40.12,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9132,No,Brown,Fearless,None,Wrestling Trunks,Bandages,None,Red,2,3.8,3.1,2.8,11.80637544,7.4,3.1,4.3,3.8
,9133,2348,71.59,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9133,No,Brown,Angry,Mohawk,Diaper,Claws,None,Pink,3,3.8,5.1,7.1,5.042864347,7.9,3.1,37.2,2.4
,9134,976,119.80,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9134,No,Grey,Laughing,Monkey Hat,Red Shorts,Claws,None,Grey,3,3.6,6.0,86.2,6.430868167,7.9,3.1,4.2,2.4
,9135,5020,50.16,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9135,No,Green,Angry,None,Robe,Claws,Boxing Gloves,Green,3,6.4,5.1,2.8,13.6425648,7.9,6.9,5.0,2.4
,9136,6478,46.03,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9136,No,Red,Amazed,Red Mask,None,None,Bandages,Grey,2,4.7,7.8,9.7,4.27167877,4.0,7.6,4.2,3.8
,9137,2467,69.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9137,No,Green,Bored,Warpaint,Kimono,Boots,Bandages,Grey,4,6.4,6.6,7.7,28.08988764,5.3,7.6,4.2,4.0
,9138,3415,58.70,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9138,No,Grey,Laughing,Coconut,Red Shorts,Claws,Boxing Gloves,Yellow,4,3.6,6.0,15.6,6.430868167,7.9,6.9,8.2,4.0
,9139,6846,45.09,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9139,No,Red,Laughing,Red Mask,Red Shorts,None,Black Gloves,Green,3,4.7,6.0,9.7,6.430868167,4.0,6.9,5.0,2.4
,9140,660,133.28,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9140,No,Yellow,Amazed,Band-Aid,Robe,None,Black Gloves,Green,3,82.6,7.8,10.9,13.6425648,4.0,6.9,5.0,2.4
,9141,3279,59.82,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9141,No,Brown,Bored,Warpaint,Wrestling Trunks,Boots,Big Hands,Red,4,3.8,6.6,7.7,11.80637544,5.3,16.3,4.3,4.0
,9142,5250,49.34,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9142,No,Red,Laughing,Blue Mask,None,Sneakers,None,Green,2,4.7,6.0,9.5,4.27167877,13.1,3.1,5.0,3.8
,9143,9820,35.31,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9143,No,Red,Fearless,None,Diaper,None,Bandages,Grey,2,4.7,3.1,2.8,5.042864347,4.0,7.6,4.2,3.8
,9144,7896,42.32,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9144,No,Red,Laughing,Warpaint,None,None,Boxing Gloves,Green,2,4.7,6.0,7.7,4.27167877,4.0,6.9,5.0,3.8
,9145,656,133.43,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9145,No,Brown,Knocked Out,None,Wrestling Trunks,Claws,Black Gloves,Blue,3,3.8,91.7,2.8,11.80637544,7.9,6.9,6.0,2.4
,9146,5397,48.96,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9146,No,Red,Angry,Red Mask,Jeans,Boots,Claws,Red,4,4.7,5.1,9.7,4.894762604,5.3,11.0,4.3,4.0
,9147,1279,106.36,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9147,No,Blue,Laughing,Blue Mask,Kimono,Boots,Bracelets,Yellow,4,20.5,6.0,9.5,28.08988764,5.3,24.8,8.2,4.0
,9148,4102,54.23,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9148,No,Green,Amazed,Red Mask,Robe,Boots,None,Blue,3,6.4,7.8,9.7,13.6425648,5.3,3.1,6.0,2.4
,9149,6516,45.92,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9149,No,Green,Bored,Blue Mask,Diaper,Claws,None,Green,3,6.4,6.6,9.5,5.042864347,7.9,3.1,5.0,2.4
,9150,7097,44.44,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9150,No,Green,Fearless,Warpaint,None,Claws,None,Yellow,2,6.4,3.1,7.7,4.27167877,7.9,3.1,8.2,3.8
,9151,465,151.39,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9151,No,Grey,Fearless,Coconut,Kimono,Boots,Boxing Gloves,Purple,4,3.6,3.1,15.6,28.08988764,5.3,6.9,84.7,4.0
,9152,1495,98.10,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9152,No,Blue,Angry,Band-Aid,Robe,Boots,None,Pink,3,20.5,5.1,10.9,13.6425648,5.3,3.1,37.2,2.4
,9153,7916,42.26,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9153,No,Grey,Fearless,Mohawk,None,Sneakers,None,Red,2,3.6,3.1,7.1,4.27167877,13.1,3.1,4.3,3.8
,9154,2930,63.56,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9154,No,Brown,Fearless,Mohawk,Jeans,Anklet,Bandages,Green,4,3.8,3.1,7.1,4.894762604,28.1,7.6,5.0,4.0
,9155,8596,40.39,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9155,No,Grey,Amazed,None,Red Shorts,Claws,None,Green,2,3.6,7.8,2.8,6.430868167,7.9,3.1,5.0,3.8
,9156,6774,45.29,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9156,No,Grey,Laughing,Blue Mask,Diaper,Boots,Bandages,Red,4,3.6,6.0,9.5,5.042864347,5.3,7.6,4.3,4.0
,9157,7092,44.45,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9157,No,Brown,Fearless,None,Wrestling Trunks,None,Boxing Gloves,Yellow,2,3.8,3.1,2.8,11.80637544,4.0,6.9,8.2,3.8
,9158,3808,55.90,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9158,No,Grey,Fearless,Band-Aid,Diaper,Claws,Big Hands,Green,4,3.6,3.1,10.9,5.042864347,7.9,16.3,5.0,4.0
,9159,2557,68.58,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9159,No,Grey,Angry,Warpaint,Kimono,Socks,Bandages,Green,4,3.6,5.1,7.7,28.08988764,7.5,7.6,5.0,4.0
,9160,3671,56.72,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9160,No,Blue,Amazed,Mohawk,Red Shorts,Boots,None,Grey,3,20.5,7.8,7.1,6.430868167,5.3,3.1,4.2,2.4
,9161,3647,56.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9161,No,Red,Amazed,Mohawk,Jeans,Claws,Big Hands,Grey,4,4.7,7.8,7.1,4.894762604,7.9,16.3,4.2,4.0
,9162,971,119.91,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9162,No,Brown,Laughing,Monkey Hat,Red Shorts,None,Boxing Gloves,Grey,3,3.8,6.0,86.2,6.430868167,4.0,6.9,4.2,2.4
,9163,786,126.68,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9163,No,Brown,Fearless,Monkey Hat,Diaper,Socks,Claws,Blue,4,3.8,3.1,86.2,5.042864347,7.5,11.0,6.0,4.0
,9164,2376,71.20,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9164,No,Red,Scared,None,Red Shorts,Claws,None,Green,2,4.7,37.5,2.8,6.430868167,7.9,3.1,5.0,3.8
,9165,3422,58.66,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9165,No,Brown,Angry,Red Mask,Wrestling Trunks,Sneakers,Boxing Gloves,Red,4,3.8,5.1,9.7,11.80637544,13.1,6.9,4.3,4.0
,9166,3754,56.21,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9166,No,Brown,Fearless,None,Jeans,Anklet,Boxing Gloves,Grey,3,3.8,3.1,2.8,4.894762604,28.1,6.9,4.2,2.4
,9167,2811,65.05,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9167,No,Green,Amazed,Red Mask,Diaper,None,Bracelets,Green,3,6.4,7.8,9.7,5.042864347,4.0,24.8,5.0,2.4
,9168,3553,57.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9168,No,Red,Angry,None,None,Claws,Bracelets,Grey,2,4.7,5.1,2.8,4.27167877,7.9,24.8,4.2,3.8
,9169,952,120.53,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9169,No,Brown,Amazed,Red Mask,Jeans,Rollers,None,Grey,3,3.8,7.8,9.7,4.894762604,84.7,3.1,4.2,2.4
,9170,4983,50.29,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9170,No,Red,Amazed,Coconut,Jeans,Socks,None,Red,3,4.7,7.8,15.6,4.894762604,7.5,3.1,4.3,2.4
,9171,9160,38.62,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9171,No,Red,Bored,None,None,Boots,Black Gloves,Grey,2,4.7,6.6,2.8,4.27167877,5.3,6.9,4.2,3.8
,9172,5294,49.24,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9172,No,Brown,Bored,None,None,Bandages,Big Hands,Grey,2,3.8,6.6,2.8,4.27167877,7.4,16.3,4.2,3.8
,9173,2029,78.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9173,No,Pink,Fearless,Red Mask,Jeans,None,Black Gloves,Grey,3,43.7,3.1,9.7,4.894762604,4.0,6.9,4.2,2.4
,9174,9786,35.59,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9174,No,Grey,Fearless,None,Diaper,Socks,Black Gloves,Grey,3,3.6,3.1,2.8,5.042864347,7.5,6.9,4.2,2.4
,9175,7812,42.54,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9175,No,Brown,Bored,Red Mask,None,Boots,None,Blue,2,3.8,6.6,9.7,4.27167877,5.3,3.1,6.0,3.8
,9176,9601,36.86,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9176,No,Brown,Angry,Mohawk,Diaper,None,None,Green,2,3.8,5.1,7.1,5.042864347,4.0,3.1,5.0,3.8
,9177,6090,46.97,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9177,No,Grey,Angry,None,Robe,Socks,Bandages,Red,3,3.6,5.1,2.8,13.6425648,7.5,7.6,4.3,2.4
,9178,2486,69.62,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9178,No,Grey,Fearless,None,None,Claws,Black Gloves,Pink,2,3.6,3.1,2.8,4.27167877,7.9,6.9,37.2,3.8
,9179,8847,39.63,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9179,No,Green,Laughing,None,Jeans,Boots,Boxing Gloves,Green,3,6.4,6.0,2.8,4.894762604,5.3,6.9,5.0,2.4
,9180,757,128.20,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9180,No,Brown,Bored,Red Mask,Red Shorts,Boots,Bandages,Purple,4,3.8,6.6,9.7,6.430868167,5.3,7.6,84.7,4.0
,9181,7624,43.05,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9181,No,Green,Laughing,None,None,Claws,Boxing Gloves,Green,2,6.4,6.0,2.8,4.27167877,7.9,6.9,5.0,3.8
,9182,5870,47.60,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9182,No,Green,Laughing,Blue Mask,Red Shorts,None,Black Gloves,Blue,3,6.4,6.0,9.5,6.430868167,4.0,6.9,6.0,2.4
,9183,7516,43.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9183,No,Red,Fearless,Warpaint,Jeans,Boots,Bandages,Blue,4,4.7,3.1,7.7,4.894762604,5.3,7.6,6.0,4.0
,9184,7527,43.30,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9184,No,Red,Fearless,Mohawk,Jeans,Sneakers,None,Green,3,4.7,3.1,7.1,4.894762604,13.1,3.1,5.0,2.4
,9185,678,132.56,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9185,No,Grey,Angry,Monkey Hat,Robe,Bandages,Bandages,Green,4,3.6,5.1,86.2,13.6425648,7.4,7.6,5.0,4.0
,9186,9453,37.47,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9186,No,Red,Laughing,None,Diaper,None,Black Gloves,Grey,2,4.7,6.0,2.8,5.042864347,4.0,6.9,4.2,3.8
,9187,6647,45.61,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9187,No,Grey,Laughing,None,Jeans,None,None,Green,1,3.6,6.0,2.8,4.894762604,4.0,3.1,5.0,16.2
,9188,3654,56.85,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9188,No,Red,Amazed,Coconut,Jeans,Claws,Boxing Gloves,Green,4,4.7,7.8,15.6,4.894762604,7.9,6.9,5.0,4.0
,9189,9450,37.48,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9189,No,Brown,Fearless,Mohawk,Red Shorts,Bandages,None,Grey,3,3.8,3.1,7.1,6.430868167,7.4,3.1,4.2,2.4
,9190,8274,41.30,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9190,No,Red,Angry,None,Red Shorts,Claws,Black Gloves,Green,3,4.7,5.1,2.8,6.430868167,7.9,6.9,5.0,2.4
,9191,4878,50.72,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9191,No,Green,Angry,None,None,None,Boxing Gloves,Green,1,6.4,5.1,2.8,4.27167877,4.0,6.9,5.0,16.2
,9192,9382,37.76,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9192,No,Red,Laughing,None,Jeans,Socks,None,Green,2,4.7,6.0,2.8,4.894762604,7.5,3.1,5.0,3.8
,9193,2856,64.45,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9193,No,Blue,Fearless,Warpaint,Red Shorts,Socks,Claws,Grey,4,20.5,3.1,7.7,6.430868167,7.5,11.0,4.2,4.0
,9194,5113,49.82,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9194,No,Red,Bored,None,None,None,Black Gloves,Grey,1,4.7,6.6,2.8,4.27167877,4.0,6.9,4.2,16.2
,9195,8757,39.86,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9195,No,Green,Fearless,Blue Mask,Diaper,None,None,Green,2,6.4,3.1,9.5,5.042864347,4.0,3.1,5.0,3.8
,9196,8191,41.51,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9196,No,Brown,Laughing,None,Red Shorts,Bandages,None,Yellow,2,3.8,6.0,2.8,6.430868167,7.4,3.1,8.2,3.8
,9197,7489,43.42,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9197,No,Green,Bored,Mohawk,Diaper,None,Black Gloves,Green,3,6.4,6.6,7.1,5.042864347,4.0,6.9,5.0,2.4
,9198,5335,49.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9198,No,Red,Angry,None,None,Claws,Big Hands,Grey,2,4.7,5.1,2.8,4.27167877,7.9,16.3,4.2,3.8
,9199,4789,51.05,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/9199,No,Brown,Laughing,Blue Mask,None,None,None,Grey,1,3.8,6.0,9.5,4.27167877,4.0,3.1,4.2,16.2
